时间_s,表面温度_C,表面含水率,环境温度_C,蒸发质量通量_kg_m-2_s,潜热通量_W_m-2,对流通量_W_m-2,净热通量_W_m-2
320.0000,-3.8679,1.7188,30.9870,0.0009,2117.5400,871.3734,-1246.1666
321.0000,-3.8898,1.7174,30.9947,0.0009,2115.8240,872.1115,-1243.7125
322.0000,-3.9116,1.7161,31.0023,0.0009,2114.1118,872.8472,-1241.2647
323.0000,-3.9333,1.7147,31.0099,0.0009,2112.4036,873.5805,-1238.8231
324.0000,-3.9549,1.7133,31.0176,0.0009,2110.6991,874.3115,-1236.3877
325.0000,-3.9764,1.7120,31.0252,0.0009,2108.9986,875.0401,-1233.9585
326.0000,-3.9978,1.7106,31.0329,0.0009,2107.3018,875.7663,-1231.5355
327.0000,-4.0191,1.7093,31.0405,0.0009,2105.6089,876.4902,-1229.1187
328.0000,-4.0403,1.7079,31.0482,0.0009,2103.9198,877.2118,-1226.7080
329.0000,-4.0614,1.7066,31.0558,0.0009,2102.2345,877.9311,-1224.3035
330.0000,-4.0824,1.7053,31.0635,0.0009,2100.5530,878.6480,-1221.9050
331.0000,-4.1034,1.7039,31.0711,0.0009,2098.8753,879.3627,-1219.5126
332.0000,-4.1242,1.7026,31.0788,0.0009,2097.2013,880.0751,-1217.1262
333.0000,-4.1450,1.7013,31.0864,0.0009,2095.5311,880.7852,-1214.7459
334.0000,-4.1656,1.6999,31.0941,0.0009,2093.8646,881.4930,-1212.3716
335.0000,-4.1862,1.6986,31.1017,0.0009,2092.2018,882.1986,-1210.0032
336.0000,-4.2067,1.6973,31.1094,0.0009,2090.5427,882.9019,-1207.6408
337.0000,-4.2271,1.6960,31.1170,0.0009,2088.8874,883.6030,-1205.2844
338.0000,-4.2474,1.6946,31.1247,0.0009,2087.2357,884.3018,-1202.9338
339.0000,-4.2676,1.6933,31.1323,0.0009,2085.5877,884.9985,-1200.5892
340.0000,-4.2877,1.6920,31.1400,0.0009,2083.9433,885.6930,-1198.2504
341.0000,-4.3078,1.6907,31.1476,0.0009,2082.3026,886.3852,-1195.9174
342.0000,-4.3277,1.6894,31.1553,0.0009,2080.6655,887.0753,-1193.5902
343.0000,-4.3476,1.6881,31.1629,0.0009,2079.0321,887.7632,-1191.2689
344.0000,-4.3674,1.6868,31.1706,0.0009,2077.4023,888.4490,-1188.9533
345.0000,-4.3871,1.6855,31.1782,0.0009,2075.7760,889.1326,-1186.6434
346.0000,-4.4067,1.6842,31.1859,0.0009,2074.1534,889.8141,-1184.3393
347.0000,-4.4262,1.6829,31.1935,0.0009,2072.5343,890.4934,-1182.0409
348.0000,-4.4456,1.6816,31.2012,0.0009,2070.9188,891.1706,-1179.7481
349.0000,-4.4650,1.6804,31.2088,0.0009,2069.3068,891.8458,-1177.4610
350.0000,-4.4843,1.6791,31.2165,0.0009,2067.6984,892.5188,-1175.1796
351.0000,-4.5034,1.6778,31.2241,0.0009,2066.0935,893.1898,-1172.9037
352.0000,-4.5225,1.6765,31.2318,0.0009,2064.4921,893.8587,-1170.6335
353.0000,-4.5416,1.6752,31.2394,0.0009,2062.8943,894.5255,-1168.3688
354.0000,-4.5605,1.6740,31.2471,0.0009,2061.2999,895.1903,-1166.1096
355.0000,-4.5794,1.6727,31.2547,0.0009,2059.7090,895.8530,-1163.8560
356.0000,-4.5981,1.6714,31.2624,0.0009,2058.1215,896.5137,-1161.6078
357.0000,-4.6168,1.6702,31.2700,0.0009,2056.5376,897.1724,-1159.3651
358.0000,-4.6355,1.6689,31.2777,0.0009,2054.9571,897.8291,-1157.1279
359.0000,-4.6540,1.6677,31.2853,0.0009,2053.3800,898.4838,-1154.8961
360.0000,-4.6725,1.6664,31.2930,0.0009,2051.8063,899.1365,-1152.6698
361.0000,-4.6908,1.6652,31.3018,0.0009,2050.2355,899.8150,-1150.4205
362.0000,-4.7091,1.6639,31.3106,0.0009,2048.6681,900.4912,-1148.1769
363.0000,-4.7273,1.6627,31.3194,0.0009,2047.1041,901.1652,-1145.9389
364.0000,-4.7453,1.6614,31.3281,0.0009,2045.5436,901.8370,-1143.7065
365.0000,-4.7634,1.6602,31.3369,0.0009,2043.9865,902.5068,-1141.4797
366.0000,-4.7813,1.6589,31.3457,0.0009,2042.4328,903.1746,-1139.2582
367.0000,-4.7991,1.6577,31.3545,0.0009,2040.8825,903.8402,-1137.0423
368.0000,-4.8169,1.6565,31.3633,0.0008,2039.3356,904.5039,-1134.8317
369.0000,-4.8346,1.6552,31.3720,0.0008,2037.7920,905.1656,-1132.6265
370.0000,-4.8522,1.6540,31.3808,0.0008,2036.2519,905.8253,-1130.4266
371.0000,-4.8697,1.6528,31.3896,0.0008,2034.7150,906.4830,-1128.2321
372.0000,-4.8871,1.6516,31.3984,0.0008,2033.1816,907.1387,-1126.0428
373.0000,-4.9045,1.6504,31.4072,0.0008,2031.6514,907.7926,-1123.8588
374.0000,-4.9218,1.6491,31.4160,0.0008,2030.1246,908.4444,-1121.6801
375.0000,-4.9390,1.6479,31.4247,0.0008,2028.6010,909.0944,-1119.5066
376.0000,-4.9562,1.6467,31.4335,0.0008,2027.0808,909.7425,-1117.3383
377.0000,-4.9732,1.6455,31.4423,0.0008,2025.5638,910.3887,-1115.1751
378.0000,-4.9902,1.6443,31.4511,0.0008,2024.0501,911.0330,-1113.0171
379.0000,-5.0071,1.6431,31.4599,0.0008,2022.5397,911.6755,-1110.8642
380.0000,-5.0240,1.6419,31.4687,0.0008,2021.0325,912.3161,-1108.7164
381.0000,-5.0407,1.6407,31.4775,0.0008,2019.5285,912.9548,-1106.5737
382.0000,-5.0574,1.6395,31.4862,0.0008,2018.0278,913.5918,-1104.4361
383.0000,-5.0741,1.6383,31.4950,0.0008,2016.5303,914.2269,-1102.3035
384.0000,-5.0906,1.6371,31.5038,0.0008,2015.0360,914.8602,-1100.1759
385.0000,-5.1071,1.6359,31.5126,0.0008,2013.5449,915.4917,-1098.0533
386.0000,-5.1235,1.6348,31.5214,0.0008,2012.0570,916.1214,-1095.9356
387.0000,-5.1398,1.6336,31.5301,0.0008,2010.5723,916.7493,-1093.8230
388.0000,-5.1561,1.6324,31.5389,0.0008,2009.0907,917.3755,-1091.7152
389.0000,-5.1723,1.6312,31.5477,0.0008,2007.6123,917.9999,-1089.6124
390.0000,-5.1884,1.6300,31.5565,0.0008,2006.1370,918.6226,-1087.5144
391.0000,-5.2045,1.6289,31.5653,0.0008,2004.6648,919.2435,-1085.4214
392.0000,-5.2204,1.6277,31.5741,0.0008,2003.1958,919.8627,-1083.3331
393.0000,-5.2364,1.6265,31.5829,0.0008,2001.7299,920.4802,-1081.2497
394.0000,-5.2522,1.6254,31.5916,0.0008,2000.2671,921.0959,-1079.1712
395.0000,-5.2680,1.6242,31.6004,0.0008,1998.8074,921.7100,-1077.0974
396.0000,-5.2837,1.6230,31.6092,0.0008,1997.3507,922.3224,-1075.0283
397.0000,-5.2993,1.6219,31.6180,0.0008,1995.8971,922.9331,-1072.9641
398.0000,-5.3149,1.6207,31.6268,0.0008,1994.4466,923.5421,-1070.9045
399.0000,-5.3304,1.6196,31.6355,0.0008,1992.9992,924.1495,-1068.8497
400.0000,-5.3459,1.6184,31.6443,0.0008,1991.5548,924.7552,-1066.7996
401.0000,-5.3613,1.6173,31.6531,0.0008,1990.1134,925.3593,-1064.7541
402.0000,-5.3766,1.6161,31.6619,0.0008,1988.6750,925.9617,-1062.7133
403.0000,-5.3918,1.6150,31.6707,0.0008,1987.2397,926.5625,-1060.6772
404.0000,-5.4070,1.6139,31.6795,0.0008,1985.8073,927.1617,-1058.6456
405.0000,-5.4221,1.6127,31.6883,0.0008,1984.3780,927.7593,-1056.6187
406.0000,-5.4372,1.6116,31.6970,0.0008,1982.9516,928.3552,-1054.5964
407.0000,-5.4522,1.6104,31.7058,0.0008,1981.5282,928.9496,-1052.5786
408.0000,-5.4671,1.6093,31.7146,0.0008,1980.1078,929.5424,-1050.5653
409.0000,-5.4820,1.6082,31.7234,0.0008,1978.6903,930.1336,-1048.5566
410.0000,-5.4968,1.6071,31.7322,0.0008,1977.2757,930.7233,-1046.5524
411.0000,-5.5115,1.6059,31.7410,0.0008,1975.8641,931.3114,-1044.5528
412.0000,-5.5262,1.6048,31.7497,0.0008,1974.4555,931.8979,-1042.5575
413.0000,-5.5408,1.6037,31.7585,0.0008,1973.0497,932.4829,-1040.5668
414.0000,-5.5554,1.6026,31.7673,0.0008,1971.6469,933.0664,-1038.5805
415.0000,-5.5699,1.6015,31.7761,0.0008,1970.2469,933.6483,-1036.5986
416.0000,-5.5843,1.6004,31.7849,0.0008,1968.8499,934.2288,-1034.6211
417.0000,-5.5987,1.5992,31.7936,0.0008,1967.4557,934.8077,-1032.6480
418.0000,-5.6130,1.5981,31.8024,0.0008,1966.0644,935.3851,-1030.6793
419.0000,-5.6272,1.5970,31.8112,0.0008,1964.6759,935.9610,-1028.7149
420.0000,-5.6414,1.5959,31.8200,0.0008,1963.2903,936.5354,-1026.7549
421.0000,-5.6556,1.5948,31.8250,0.0008,1961.9071,937.0162,-1024.8909
422.0000,-5.6698,1.5937,31.8300,0.0008,1960.5265,937.4965,-1023.0300
423.0000,-5.6840,1.5926,31.8350,0.0008,1959.1487,937.9761,-1021.1726
424.0000,-5.6981,1.5915,31.8401,0.0008,1957.7735,938.4548,-1019.3187
425.0000,-5.7122,1.5904,31.8451,0.0008,1956.4010,938.9326,-1017.4684
426.0000,-5.7263,1.5894,31.8501,0.0008,1955.0311,939.4093,-1015.6217
427.0000,-5.7403,1.5883,31.8551,0.0008,1953.6638,939.8851,-1013.7787
428.0000,-5.7543,1.5872,31.8601,0.0008,1952.2992,940.3598,-1011.9394
429.0000,-5.7682,1.5861,31.8651,0.0008,1950.9372,940.8334,-1010.1038
430.0000,-5.7821,1.5850,31.8702,0.0008,1949.5778,941.3059,-1008.2719
431.0000,-5.7959,1.5839,31.8752,0.0008,1948.2210,941.7773,-1006.4437
432.0000,-5.8097,1.5829,31.8802,0.0008,1946.8668,942.2476,-1004.6192
433.0000,-5.8235,1.5818,31.8852,0.0008,1945.5152,942.7168,-1002.7984
434.0000,-5.8372,1.5807,31.8902,0.0008,1944.1662,943.1849,-1000.9813
435.0000,-5.8508,1.5796,31.8953,0.0008,1942.8198,943.6519,-999.1679
436.0000,-5.8644,1.5786,31.9003,0.0008,1941.4759,944.1177,-997.3582
437.0000,-5.8780,1.5775,31.9053,0.0008,1940.1346,944.5824,-995.5523
438.0000,-5.8915,1.5764,31.9103,0.0008,1938.7959,945.0459,-993.7500
439.0000,-5.9050,1.5754,31.9153,0.0008,1937.4597,945.5083,-991.9514
440.0000,-5.9185,1.5743,31.9203,0.0008,1936.1261,945.9696,-990.1565
441.0000,-5.9318,1.5733,31.9254,0.0008,1934.7950,946.4298,-988.3652
442.0000,-5.9452,1.5722,31.9304,0.0008,1933.4664,946.8888,-986.5776
443.0000,-5.9585,1.5711,31.9354,0.0008,1932.1404,947.3467,-984.7937
444.0000,-5.9717,1.5701,31.9404,0.0008,1930.8169,947.8034,-983.0135
445.0000,-5.9849,1.5690,31.9454,0.0008,1929.4959,948.2590,-981.2368
446.0000,-5.9981,1.5680,31.9504,0.0008,1928.1773,948.7135,-979.4638
447.0000,-6.0112,1.5670,31.9555,0.0008,1926.8613,949.1669,-977.6945
448.0000,-6.0243,1.5659,31.9605,0.0008,1925.5478,949.6191,-975.9287
449.0000,-6.0373,1.5649,31.9655,0.0008,1924.2368,950.0702,-974.1665
450.0000,-6.0503,1.5638,31.9705,0.0008,1922.9282,950.5202,-972.4080
451.0000,-6.0632,1.5628,31.9755,0.0008,1921.6221,950.9691,-970.6530
452.0000,-6.0761,1.5617,31.9805,0.0008,1920.3185,951.4169,-968.9016
453.0000,-6.0890,1.5607,31.9855,0.0008,1919.0173,951.8635,-967.1538
454.0000,-6.1018,1.5597,31.9906,0.0008,1917.7186,952.3091,-965.4095
455.0000,-6.1146,1.5586,31.9956,0.0008,1916.4223,952.7535,-963.6688
456.0000,-6.1273,1.5576,32.0006,0.0008,1915.1285,953.1969,-961.9316
457.0000,-6.1399,1.5566,32.0056,0.0008,1913.8371,953.6391,-960.1980
458.0000,-6.1526,1.5556,32.0106,0.0008,1912.5481,954.0803,-958.4678
459.0000,-6.1652,1.5545,32.0157,0.0008,1911.2615,954.5203,-956.7412
460.0000,-6.1777,1.5535,32.0207,0.0008,1909.9773,954.9593,-955.0180
461.0000,-6.1902,1.5525,32.0257,0.0008,1908.6956,955.3972,-953.2984
462.0000,-6.2027,1.5515,32.0307,0.0008,1907.4162,955.8340,-951.5822
463.0000,-6.2151,1.5505,32.0357,0.0008,1906.1392,956.2697,-949.8695
464.0000,-6.2274,1.5495,32.0407,0.0008,1904.8646,956.7044,-948.1602
465.0000,-6.2398,1.5484,32.0457,0.0008,1903.5924,957.1379,-946.4544
466.0000,-6.2521,1.5474,32.0508,0.0008,1902.3225,957.5705,-944.7520
467.0000,-6.2643,1.5464,32.0558,0.0008,1901.0550,958.0019,-943.0531
468.0000,-6.2765,1.5454,32.0608,0.0008,1899.7898,958.4323,-941.3575
469.0000,-6.2886,1.5444,32.0658,0.0008,1898.5271,958.8616,-939.6654
470.0000,-6.3008,1.5434,32.0708,0.0008,1897.2666,959.2899,-937.9767
471.0000,-6.3128,1.5424,32.0759,0.0008,1896.0085,959.7172,-936.2913
472.0000,-6.3249,1.5414,32.0809,0.0008,1894.7527,960.1434,-934.6093
473.0000,-6.3369,1.5404,32.0859,0.0008,1893.4992,960.5685,-932.9307
474.0000,-6.3488,1.5394,32.0909,0.0008,1892.2480,960.9927,-931.2554
475.0000,-6.3607,1.5384,32.0959,0.0008,1890.9992,961.4158,-929.5834
476.0000,-6.3726,1.5374,32.1009,0.0008,1889.7527,961.8378,-927.9148
477.0000,-6.3844,1.5365,32.1059,0.0008,1888.5084,962.2589,-926.2495
478.0000,-6.3962,1.5355,32.1110,0.0008,1887.2664,962.6789,-924.5875
479.0000,-6.4079,1.5345,32.1160,0.0008,1886.0268,963.0979,-922.9289
480.0000,-6.4196,1.5335,32.1210,0.0008,1884.7894,963.5159,-921.2735
481.0000,-6.4312,1.5325,32.1312,0.0008,1883.5533,964.0584,-919.4950
482.0000,-6.4426,1.5315,32.1413,0.0008,1882.3198,964.5985,-917.7213
483.0000,-6.4540,1.5306,32.1515,0.0008,1881.0887,965.1366,-915.9521
484.0000,-6.4653,1.5296,32.1616,0.0008,1879.8600,965.6729,-914.1871
485.0000,-6.4765,1.5286,32.1718,0.0008,1878.6339,966.2075,-912.4264
486.0000,-6.4877,1.5276,32.1819,0.0008,1877.4101,966.7404,-910.6697
487.0000,-6.4988,1.5267,32.1921,0.0008,1876.1889,967.2719,-908.9170
488.0000,-6.5099,1.5257,32.2022,0.0008,1874.9701,967.8018,-907.1683
489.0000,-6.5209,1.5247,32.2124,0.0008,1873.7537,968.3303,-905.4235
490.0000,-6.5318,1.5238,32.2225,0.0008,1872.5398,968.8573,-903.6825
491.0000,-6.5427,1.5228,32.2326,0.0008,1871.3283,969.3830,-901.9454
492.0000,-6.5535,1.5218,32.2428,0.0008,1870.1192,969.9072,-900.2120
493.0000,-6.5643,1.5209,32.2529,0.0008,1868.9125,970.4302,-898.4824
494.0000,-6.5750,1.5199,32.2631,0.0008,1867.7083,970.9518,-896.7565
495.0000,-6.5856,1.5190,32.2732,0.0008,1866.5064,971.4721,-895.0343
496.0000,-6.5962,1.5180,32.2834,0.0008,1865.3068,971.9911,-893.3157
497.0000,-6.6068,1.5171,32.2936,0.0008,1864.1097,972.5089,-891.6008
498.0000,-6.6173,1.5161,32.3037,0.0008,1862.9149,973.0254,-889.8895
499.0000,-6.6278,1.5152,32.3139,0.0008,1861.7224,973.5406,-888.1818
500.0000,-6.6382,1.5142,32.3240,0.0008,1860.5324,974.0546,-886.4777
501.0000,-6.6485,1.5133,32.3342,0.0008,1859.3446,974.5674,-884.7772
502.0000,-6.6589,1.5124,32.3443,0.0008,1858.1592,975.0791,-883.0801
503.0000,-6.6691,1.5114,32.3544,0.0008,1856.9761,975.5895,-881.3866
504.0000,-6.6793,1.5105,32.3646,0.0008,1855.7953,976.0987,-879.6966
505.0000,-6.6895,1.5095,32.3747,0.0008,1854.6168,976.6068,-878.0100
506.0000,-6.6996,1.5086,32.3849,0.0008,1853.4406,977.1137,-876.3269
507.0000,-6.7097,1.5077,32.3950,0.0008,1852.2667,977.6194,-874.6473
508.0000,-6.7198,1.5067,32.4052,0.0008,1851.0951,978.1240,-872.9711
509.0000,-6.7298,1.5058,32.4153,0.0008,1849.9258,978.6275,-871.2982
510.0000,-6.7397,1.5049,32.4255,0.0008,1848.7587,979.1299,-869.6288
511.0000,-6.7496,1.5040,32.4357,0.0008,1847.5939,979.6311,-867.9628
512.0000,-6.7594,1.5030,32.4458,0.0008,1846.4313,980.1312,-866.3001
513.0000,-6.7693,1.5021,32.4560,0.0008,1845.2710,980.6303,-864.6407
514.0000,-6.7790,1.5012,32.4661,0.0008,1844.1130,981.1282,-862.9847
515.0000,-6.7888,1.5003,32.4763,0.0008,1842.9571,981.6251,-861.3320
516.0000,-6.7984,1.4994,32.4864,0.0008,1841.8035,982.1208,-859.6827
517.0000,-6.8081,1.4985,32.4965,0.0008,1840.6521,982.6156,-858.0366
518.0000,-6.8177,1.4975,32.5067,0.0008,1839.5029,983.1092,-856.3937
519.0000,-6.8272,1.4966,32.5168,0.0008,1838.3560,983.6018,-854.7542
520.0000,-6.8367,1.4957,32.5270,0.0008,1837.2112,984.0933,-853.1179
521.0000,-6.8462,1.4948,32.5371,0.0008,1836.0686,984.5838,-851.4848
522.0000,-6.8556,1.4939,32.5473,0.0008,1834.9282,985.0733,-849.8550
523.0000,-6.8650,1.4930,32.5574,0.0008,1833.7900,985.5617,-848.2283
524.0000,-6.8744,1.4921,32.5676,0.0008,1832.6540,986.0491,-846.6049
525.0000,-6.8837,1.4912,32.5777,0.0008,1831.5201,986.5355,-844.9846
526.0000,-6.8929,1.4903,32.5879,0.0008,1830.3883,987.0208,-843.3675
527.0000,-6.9022,1.4894,32.5981,0.0008,1829.2588,987.5052,-841.7536
528.0000,-6.9113,1.4885,32.6082,0.0008,1828.1313,987.9885,-840.1428
529.0000,-6.9205,1.4876,32.6183,0.0008,1827.0061,988.4709,-838.5352
530.0000,-6.9296,1.4867,32.6285,0.0008,1825.8829,988.9523,-836.9306
531.0000,-6.9387,1.4858,32.6386,0.0008,1824.7619,989.4326,-835.3292
532.0000,-6.9477,1.4850,32.6488,0.0008,1823.6430,989.9120,-833.7309
533.0000,-6.9567,1.4841,32.6589,0.0008,1822.5262,990.3905,-832.1357
534.0000,-6.9656,1.4832,32.6691,0.0008,1821.4115,990.8679,-830.5435
535.0000,-6.9745,1.4823,32.6792,0.0008,1820.2989,991.3444,-828.9545
536.0000,-6.9834,1.4814,32.6894,0.0008,1819.1884,991.8200,-827.3684
537.0000,-6.9922,1.4805,32.6995,0.0008,1818.0800,992.2945,-825.7855
538.0000,-7.0010,1.4797,32.7097,0.0008,1816.9737,992.7682,-824.2055
539.0000,-7.0098,1.4788,32.7198,0.0008,1815.8694,993.2408,-822.6286
540.0000,-7.0185,1.4779,32.7300,0.0008,1814.7673,993.7126,-821.0547
541.0000,-7.0272,1.4770,32.7379,0.0008,1813.6673,994.1276,-819.5397
542.0000,-7.0360,1.4762,32.7457,0.0008,1812.5693,994.5422,-818.0271
543.0000,-7.0447,1.4753,32.7536,0.0008,1811.4733,994.9564,-816.5169
544.0000,-7.0533,1.4744,32.7615,0.0008,1810.3792,995.3701,-815.0092
545.0000,-7.0620,1.4736,32.7693,0.0008,1809.2871,995.7831,-813.5040
546.0000,-7.0706,1.4727,32.7772,0.0008,1808.1969,996.1955,-812.0014
547.0000,-7.0792,1.4718,32.7851,0.0008,1807.1087,996.6073,-810.5014
548.0000,-7.0878,1.4710,32.7929,0.0008,1806.0224,997.0183,-809.0040
549.0000,-7.0963,1.4701,32.8008,0.0008,1804.9380,997.4287,-807.5093
550.0000,-7.1049,1.4693,32.8087,0.0008,1803.8555,997.8384,-806.0171
551.0000,-7.1134,1.4684,32.8165,0.0008,1802.7749,998.2474,-804.5275
552.0000,-7.1218,1.4675,32.8244,0.0008,1801.6962,998.6556,-803.0406
553.0000,-7.1303,1.4667,32.8323,0.0008,1800.6195,999.0632,-801.5562
554.0000,-7.1387,1.4658,32.8401,0.0007,1799.5446,999.4701,-800.0745
555.0000,-7.1470,1.4650,32.8480,0.0007,1798.4716,999.8762,-798.5954
556.0000,-7.1554,1.4641,32.8559,0.0007,1797.4005,1000.2816,-797.1190
557.0000,-7.1637,1.4633,32.8637,0.0007,1796.3313,1000.6863,-795.6451
558.0000,-7.1720,1.4624,32.8716,0.0007,1795.2640,1001.0902,-794.1738
559.0000,-7.1803,1.4616,32.8795,0.0007,1794.1986,1001.4934,-792.7051
560.0000,-7.1885,1.4607,32.8873,0.0007,1793.1350,1001.8959,-791.2391
561.0000,-7.1967,1.4599,32.8952,0.0007,1792.0733,1002.2977,-789.7756
562.0000,-7.2049,1.4591,32.9031,0.0007,1791.0135,1002.6988,-788.3147
563.0000,-7.2130,1.4582,32.9109,0.0007,1789.9555,1003.0991,-786.8564
564.0000,-7.2211,1.4574,32.9188,0.0007,1788.8994,1003.4987,-785.4007
565.0000,-7.2292,1.4566,32.9267,0.0007,1787.8451,1003.8976,-783.9475
566.0000,-7.2373,1.4557,32.9345,0.0007,1786.7927,1004.2957,-782.4969
567.0000,-7.2453,1.4549,32.9424,0.0007,1785.7421,1004.6931,-781.0489
568.0000,-7.2533,1.4541,32.9503,0.0007,1784.6933,1005.0898,-779.6035
569.0000,-7.2613,1.4532,32.9581,0.0007,1783.6464,1005.4858,-778.1605
570.0000,-7.2692,1.4524,32.9660,0.0007,1782.6013,1005.8811,-776.7202
571.0000,-7.2772,1.4516,32.9739,0.0007,1781.5580,1006.2756,-775.2824
572.0000,-7.2850,1.4507,32.9817,0.0007,1780.5165,1006.6695,-773.8471
573.0000,-7.2929,1.4499,32.9896,0.0007,1779.4769,1007.0626,-772.4143
574.0000,-7.3007,1.4491,32.9975,0.0007,1778.4390,1007.4550,-770.9841
575.0000,-7.3085,1.4483,33.0053,0.0007,1777.4030,1007.8467,-769.5563
576.0000,-7.3163,1.4474,33.0132,0.0007,1776.3688,1008.2376,-768.1311
577.0000,-7.3240,1.4466,33.0211,0.0007,1775.3363,1008.6279,-766.7084
578.0000,-7.3318,1.4458,33.0289,0.0007,1774.3057,1009.0175,-765.2882
579.0000,-7.3395,1.4450,33.0368,0.0007,1773.2768,1009.4063,-763.8705
580.0000,-7.3471,1.4442,33.0447,0.0007,1772.2497,1009.7945,-762.4552
581.0000,-7.3547,1.4434,33.0525,0.0007,1771.2244,1010.1819,-761.0425
582.0000,-7.3623,1.4426,33.0604,0.0007,1770.2009,1010.5687,-759.6322
583.0000,-7.3699,1.4417,33.0683,0.0007,1769.1791,1010.9547,-758.2244
584.0000,-7.3775,1.4409,33.0761,0.0007,1768.1591,1011.3401,-756.8190
585.0000,-7.3850,1.4401,33.0840,0.0007,1767.1408,1011.7247,-755.4161
586.0000,-7.3925,1.4393,33.0919,0.0007,1766.1244,1012.1087,-754.0156
587.0000,-7.3999,1.4385,33.0997,0.0007,1765.1096,1012.4920,-752.6176
588.0000,-7.4074,1.4377,33.1076,0.0007,1764.0966,1012.8746,-751.2220
589.0000,-7.4148,1.4369,33.1155,0.0007,1763.0854,1013.2565,-749.8289
590.0000,-7.4222,1.4361,33.1233,0.0007,1762.0759,1013.6377,-748.4382
591.0000,-7.4295,1.4353,33.1312,0.0007,1761.0681,1014.0182,-747.0498
592.0000,-7.4369,1.4345,33.1391,0.0007,1760.0620,1014.3981,-745.6639
593.0000,-7.4442,1.4337,33.1469,0.0007,1759.0577,1014.7773,-744.2804
594.0000,-7.4514,1.4329,33.1548,0.0007,1758.0551,1015.1558,-742.8993
595.0000,-7.4587,1.4321,33.1627,0.0007,1757.0542,1015.5336,-741.5206
596.0000,-7.4659,1.4313,33.1705,0.0007,1756.0550,1015.9108,-740.1442
597.0000,-7.4731,1.4306,33.1784,0.0007,1755.0575,1016.2872,-738.7703
598.0000,-7.4803,1.4298,33.1863,0.0007,1754.0618,1016.6631,-737.3987
599.0000,-7.4874,1.4290,33.1941,0.0007,1753.0677,1017.0382,-736.0295
600.0000,-7.4945,1.4282,33.2020,0.0007,1752.0753,1017.4127,-734.6626
601.0000,-7.5015,1.4274,33.2133,0.0007,1751.0876,1017.8701,-733.2175
602.0000,-7.5085,1.4266,33.2246,0.0007,1750.1016,1018.3259,-731.7757
603.0000,-7.5154,1.4258,33.2358,0.0007,1749.1174,1018.7805,-730.3369
604.0000,-7.5222,1.4251,33.2471,0.0007,1748.1350,1019.2338,-728.9012
605.0000,-7.5290,1.4243,33.2584,0.0007,1747.1544,1019.6861,-727.4683
606.0000,-7.5358,1.4235,33.2697,0.0007,1746.1756,1020.1373,-726.0383
607.0000,-7.5425,1.4227,33.2810,0.0007,1745.1985,1020.5875,-724.6111
608.0000,-7.5492,1.4219,33.2923,0.0007,1744.2233,1021.0366,-723.1866
609.0000,-7.5558,1.4212,33.3036,0.0007,1743.2498,1021.4849,-721.7649
610.0000,-7.5625,1.4204,33.3148,0.0007,1742.2781,1021.9322,-720.3459
611.0000,-7.5690,1.4196,33.3261,0.0007,1741.3081,1022.3786,-718.9296
612.0000,-7.5756,1.4189,33.3374,0.0007,1740.3400,1022.8240,-717.5159
613.0000,-7.5821,1.4181,33.3487,0.0007,1739.3736,1023.2686,-716.1049
614.0000,-7.5885,1.4173,33.3600,0.0007,1738.4089,1023.7124,-714.6966
615.0000,-7.5950,1.4166,33.3712,0.0007,1737.4460,1024.1552,-713.2908
616.0000,-7.6014,1.4158,33.3825,0.0007,1736.4849,1024.5972,-711.8876
617.0000,-7.6077,1.4150,33.3938,0.0007,1735.5254,1025.0384,-710.4870
618.0000,-7.6141,1.4143,33.4051,0.0007,1734.5678,1025.4788,-709.0890
619.0000,-7.6203,1.4135,33.4164,0.0007,1733.6118,1025.9183,-707.6935
620.0000,-7.6266,1.4128,33.4277,0.0007,1732.6576,1026.3570,-706.3006
621.0000,-7.6328,1.4120,33.4389,0.0007,1731.7051,1026.7949,-704.9102
622.0000,-7.6390,1.4112,33.4502,0.0007,1730.7543,1027.2321,-703.5223
623.0000,-7.6452,1.4105,33.4615,0.0007,1729.8052,1027.6684,-702.1369
624.0000,-7.6514,1.4097,33.4728,0.0007,1728.8579,1028.1039,-700.7540
625.0000,-7.6575,1.4090,33.4841,0.0007,1727.9122,1028.5387,-699.3735
626.0000,-7.6635,1.4082,33.4954,0.0007,1726.9682,1028.9727,-697.9956
627.0000,-7.6696,1.4075,33.5067,0.0007,1726.0260,1029.4059,-696.6201
628.0000,-7.6756,1.4067,33.5179,0.0007,1725.0854,1029.8384,-695.2470
629.0000,-7.6816,1.4060,33.5292,0.0007,1724.1465,1030.2701,-693.8764
630.0000,-7.6875,1.4052,33.5405,0.0007,1723.2093,1030.7010,-692.5082
631.0000,-7.6935,1.4045,33.5518,0.0007,1722.2737,1031.1313,-691.1424
632.0000,-7.6994,1.4038,33.5631,0.0007,1721.3398,1031.5607,-689.7791
633.0000,-7.7052,1.4030,33.5743,0.0007,1720.4076,1031.9895,-688.4181
634.0000,-7.7111,1.4023,33.5856,0.0007,1719.4771,1032.4175,-687.0595
635.0000,-7.7169,1.4015,33.5969,0.0007,1718.5482,1032.8448,-685.7034
636.0000,-7.7227,1.4008,33.6082,0.0007,1717.6209,1033.2714,-684.3495
637.0000,-7.7284,1.4001,33.6195,0.0007,1716.6953,1033.6972,-682.9981
638.0000,-7.7341,1.3993,33.6308,0.0007,1715.7713,1034.1223,-681.6490
